R,G,B,,Class
238,235,218,,1
237,234,217,,1
238,233,215,,1
238,231,213,,1
239,232,214,,1
240,233,215,,1
239,234,215,,1
240,235,216,,1
241,234,216,,1
240,233,215,,1
239,232,214,,1
239,232,214,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
238,233,213,,1
237,232,212,,1
238,231,212,,1
239,232,213,,1
240,233,214,,1
239,233,215,,1
236,233,216,,1
236,233,216,,1
236,233,216,,1
236,233,216,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,219,,1
237,233,222,,1
237,233,221,,1
239,233,221,,1
240,234,220,,1
240,233,217,,1
237,230,213,,1
237,228,210,,1
236,226,209,,1
233,222,203,,0
231,221,197,,0
230,220,193,,0
231,221,194,,0
235,224,196,,0
233,222,194,,0
236,223,194,,0
235,220,191,,0
233,218,189,,0
231,215,185,,0
228,212,181,,0
213,194,164,,0
169,148,119,,0
190,165,138,,0
180,153,126,,0
90,60,35,,0
227,198,192,,0
246,224,213,,1
243,228,213,,1
235,227,207,,1
234,228,205,,1
236,230,206,,1
234,226,202,,1
231,221,196,,0
230,218,194,,0
233,221,197,,0
237,225,201,,1
235,223,199,,0
237,225,201,,1
239,227,201,,1
241,229,203,,1
243,231,205,,1
240,228,204,,1
240,228,204,,1
241,229,206,,1
242,230,208,,1
241,230,208,,1
239,231,210,,1
239,231,212,,1
239,232,213,,1
240,233,214,,1
241,233,215,,1
242,233,216,,1
242,233,216,,1
241,234,216,,1
241,234,216,,1
240,235,216,,1
240,235,216,,1
238,235,216,,1
238,235,216,,1
237,235,218,,1
238,236,221,,1
239,237,222,,1
239,237,222,,1
237,235,220,,1
236,234,219,,1
236,234,219,,1
236,234,219,,1
236,234,219,,1
237,235,219,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
240,234,217,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
241,236,217,,1
239,234,215,,1
240,233,215,,1
239,232,214,,1
238,231,213,,1
238,231,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
238,233,213,,1
238,233,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
238,232,214,,1
236,233,216,,1
236,233,216,,1
236,233,216,,1
236,233,216,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,219,,1
237,233,221,,1
237,233,221,,1
239,233,221,,1
239,233,219,,1
237,231,217,,1
239,231,218,,1
239,232,216,,1
237,229,213,,1
234,227,208,,1
234,227,201,,1
227,220,194,,0
229,219,192,,0
235,225,198,,1
235,224,196,,0
232,221,193,,0
235,222,194,,0
225,211,182,,0
214,200,171,,0
231,219,188,,0
239,225,195,,1
218,201,173,,0
179,156,130,,0
160,133,107,,0
116,85,59,,0
90,55,30,,0
214,185,179,,0
248,226,217,,1
239,225,211,,1
233,225,207,,1
231,226,204,,1
235,229,206,,1
237,230,206,,1
235,225,200,,1
230,219,197,,0
232,221,201,,0
238,227,205,,1
240,229,207,,1
237,226,204,,1
239,229,204,,1
239,229,202,,1
239,229,202,,1
239,229,202,,1
240,228,204,,1
240,228,204,,1
240,228,205,,1
241,229,207,,1
241,230,208,,1
239,231,210,,1
239,231,212,,1
239,232,213,,1
240,233,214,,1
241,233,215,,1
242,233,216,,1
242,233,216,,1
241,234,216,,1
241,234,216,,1
239,234,215,,1
239,234,215,,1
237,234,215,,1
237,234,215,,1
236,234,218,,1
237,235,220,,1
239,237,222,,1
238,236,221,,1
236,234,219,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
238,235,219,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
239,233,216,,1
240,233,215,,1
240,233,215,,1
240,233,215,,1
239,234,215,,1
239,234,215,,1
240,233,215,,1
239,232,214,,1
238,231,213,,1
238,231,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
238,233,213,,1
238,233,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
239,232,214,,1
236,233,216,,1
236,233,216,,1
236,233,216,,1
236,233,216,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
239,233,219,,1
239,233,219,,1
239,233,219,,1
239,233,219,,1
239,233,219,,1
239,233,219,,1
239,233,219,,1
237,231,217,,1
236,229,213,,1
236,230,206,,1
232,225,199,,0
230,223,197,,0
233,223,196,,0
236,226,199,,1
234,223,196,,0
232,221,193,,0
224,213,185,,0
226,214,187,,0
232,225,196,,0
230,221,192,,0
241,229,202,,1
220,201,177,,0
195,170,147,,0
166,136,111,,0
106,71,44,,0
80,41,12,,0
70,32,5,,0
245,225,214,,1
236,224,210,,1
233,228,209,,1
236,234,213,,1
232,231,208,,1
235,232,207,,1
234,226,201,,1
231,219,194,,0
228,217,197,,0
234,223,204,,0
238,227,208,,1
239,228,207,,1
238,227,205,,1
241,231,206,,1
239,229,202,,1
239,229,202,,1
237,228,199,,1
239,227,202,,1
239,227,203,,1
240,228,205,,1
240,228,206,,1
240,229,207,,1
239,231,210,,1
239,231,212,,1
239,232,213,,1
240,233,214,,1
241,233,215,,1
242,233,216,,1
242,233,216,,1
241,234,216,,1
241,234,216,,1
238,233,214,,1
238,233,214,,1
236,233,214,,1
236,233,214,,1
236,234,218,,1
236,234,219,,1
238,236,221,,1
237,235,220,,1
236,234,219,,1
238,236,221,,1
238,236,221,,1
238,236,221,,1
238,236,221,,1
238,235,219,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
239,233,216,,1
239,232,214,,1
239,232,214,,1
239,232,214,,1
238,233,214,,1
239,234,215,,1
240,233,215,,1
239,232,214,,1
238,231,213,,1
238,231,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
238,233,213,,1
238,233,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
238,232,214,,1
235,232,215,,1
236,233,216,,1
236,233,216,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
239,233,217,,1
239,233,217,,1
239,233,217,,1
237,234,217,,1
239,236,219,,1
238,235,218,,1
237,233,217,,1
236,233,216,,1
235,232,213,,1
239,233,209,,1
237,231,207,,1
235,228,202,,1
231,224,198,,0
231,221,195,,0
235,225,198,,1
236,226,198,,1
230,219,191,,0
232,222,194,,0
227,223,195,,0
231,226,200,,1
233,224,199,,0
236,219,199,,0
222,201,178,,0
201,174,150,,0
168,136,108,,0
119,84,53,,0
127,92,62,,0
99,66,44,,0
241,228,215,,1
235,230,212,,1
229,230,209,,1
227,231,208,,1
229,232,208,,1
231,230,204,,1
231,223,197,,0
234,220,195,,0
234,222,203,,0
237,227,209,,1
237,228,209,,1
236,227,206,,1
239,230,207,,1
238,230,205,,1
238,230,202,,1
238,230,202,,1
237,230,201,,1
238,226,201,,1
239,227,203,,1
239,227,204,,1
240,228,206,,1
239,228,206,,1
239,231,210,,1
239,231,212,,1
239,232,213,,1
240,233,214,,1
241,233,215,,1
242,233,216,,1
242,233,216,,1
241,234,216,,1
241,234,216,,1
239,234,215,,1
239,234,215,,1
237,234,215,,1
237,234,215,,1
236,234,217,,1
236,234,219,,1
237,235,220,,1
237,235,220,,1
235,233,218,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
238,235,219,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
238,233,216,,1
239,232,214,,1
239,232,214,,1
239,232,214,,1
238,233,214,,1
239,234,215,,1
240,233,215,,1
239,232,214,,1
238,231,213,,1
238,231,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
238,233,213,,1
238,233,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
238,232,214,,1
234,231,214,,1
236,233,216,,1
237,234,217,,1
238,235,218,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,215,,1
239,234,214,,1
239,234,214,,1
239,234,214,,1
237,234,214,,1
240,237,218,,1
237,235,216,,1
235,233,214,,1
234,233,214,,1
236,233,214,,1
240,234,210,,1
239,233,209,,1
237,231,206,,1
234,227,201,,1
233,223,196,,0
231,221,194,,0
235,225,197,,1
235,224,196,,0
237,227,200,,1
230,228,202,,1
228,225,202,,0
236,229,207,,1
238,224,206,,1
246,227,207,,1
229,205,182,,0
196,168,140,,0
155,124,90,,0
179,148,114,,0
151,119,94,,0
98,66,43,,0
233,227,212,,1
233,230,211,,1
230,230,206,,1
233,235,207,,1
230,230,202,,1
231,227,202,,1
231,221,200,,0
238,223,206,,1
237,229,210,,1
237,231,212,,1
236,230,211,,1
236,229,208,,1
239,232,209,,1
237,231,206,,1
237,231,205,,1
237,230,205,,1
237,230,203,,1
238,229,203,,1
237,226,202,,1
239,228,204,,1
240,229,207,,1
237,229,206,,1
238,230,209,,1
238,231,212,,1
239,232,213,,1
240,233,214,,1
240,234,215,,1
241,234,217,,1
241,234,217,,1
240,235,217,,1
239,235,217,,1
239,235,217,,1
239,235,217,,1
238,235,217,,1
238,235,217,,1
237,235,219,,1
237,235,220,,1
237,235,220,,1
236,234,219,,1
236,234,219,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,219,,1
238,235,219,,1
238,235,219,,1
238,235,219,,1
238,235,219,,1
237,234,218,,1
237,234,218,,1
237,234,218,,1
237,234,218,,1
238,234,217,,1
239,234,216,,1
239,234,216,,1
238,234,215,,1
238,234,215,,1
239,235,215,,1
238,234,215,,1
238,233,214,,1
237,232,212,,1
239,232,212,,1
240,233,213,,1
240,232,213,,1
240,232,212,,1
239,232,212,,1
239,232,212,,1
239,232,212,,1
239,232,212,,1
239,232,212,,1
239,232,213,,1
236,233,215,,1
236,233,215,,1
237,234,216,,1
238,235,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
238,234,215,,1
238,234,214,,1
238,234,214,,1
238,234,214,,1
237,235,214,,1
241,238,219,,1
237,235,216,,1
235,234,214,,1
235,233,214,,1
236,233,213,,1
239,233,212,,1
240,234,213,,1
239,233,211,,1
237,230,207,,1
236,230,205,,1
230,223,195,,0
231,222,195,,0
235,227,198,,1
238,232,204,,1
230,228,199,,1
232,229,204,,1
230,224,202,,0
234,224,205,,1
232,219,200,,0
246,229,205,,1
231,213,184,,0
193,173,139,,0
167,147,112,,0
185,161,133,,0
134,106,80,,0
232,230,215,,1
234,232,211,,1
234,232,204,,1
235,232,201,,1
234,229,200,,1
232,225,201,,0
232,222,205,,0
236,224,212,,1
236,230,214,,1
234,231,212,,1
235,231,212,,1
236,231,212,,1
236,231,211,,1
238,232,210,,1
237,231,209,,1
238,230,207,,1
237,229,206,,1
239,230,205,,1
238,228,203,,1
239,228,204,,1
241,231,209,,1
237,229,206,,1
236,230,208,,1
237,230,211,,1
238,233,213,,1
239,234,214,,1
238,235,216,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,236,220,,1
238,236,221,,1
238,236,221,,1
237,235,220,,1
236,234,219,,1
236,234,219,,1
238,236,221,,1
239,237,222,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,234,218,,1
236,233,216,,1
236,233,216,,1
236,233,214,,1
236,233,214,,1
237,235,214,,1
237,235,214,,1
236,234,211,,1
235,233,210,,1
238,233,211,,1
241,233,212,,1
240,232,211,,1
240,232,211,,1
239,231,210,,1
240,232,211,,1
240,232,211,,1
240,232,211,,1
240,232,211,,1
239,233,212,,1
238,235,216,,1
238,235,216,,1
238,235,216,,1
238,235,216,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
240,237,218,,1
237,234,215,,1
236,233,214,,1
236,233,214,,1
234,230,211,,1
237,230,212,,1
239,232,215,,1
239,232,214,,1
236,229,208,,1
237,231,207,,1
234,228,205,,1
232,226,200,,1
232,227,199,,1
234,228,200,,1
233,230,199,,1
233,229,200,,1
233,227,202,,1
235,229,207,,1
234,227,205,,1
238,229,205,,1
240,231,201,,1
225,216,183,,0
191,181,146,,0
198,184,154,,0
198,177,147,,0
232,230,214,,1
233,231,209,,1
233,231,203,,1
233,230,199,,1
231,226,196,,0
230,222,199,,0
235,227,209,,1
239,228,216,,1
238,231,216,,1
236,233,214,,1
237,233,214,,1
238,233,214,,1
238,233,213,,1
238,232,210,,1
237,231,209,,1
238,230,207,,1
237,229,206,,1
239,229,204,,1
239,229,204,,1
239,229,205,,1
241,230,208,,1
238,230,207,,1
238,232,210,,1
238,231,212,,1
238,233,213,,1
239,234,214,,1
238,235,216,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
237,235,219,,1
237,235,220,,1
236,234,219,,1
236,234,219,,1
235,233,218,,1
233,231,216,,1
235,233,218,,1
238,236,221,,1
238,236,221,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,234,218,,1
236,233,216,,1
236,233,216,,1
236,233,216,,1
236,233,214,,1
236,234,213,,1
236,234,213,,1
235,233,210,,1
234,232,209,,1
237,231,209,,1
239,231,210,,1
239,231,210,,1
238,230,209,,1
238,230,209,,1
239,231,210,,1
239,231,210,,1
239,231,210,,1
239,231,210,,1
238,233,211,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
235,232,213,,1
235,232,213,,1
235,232,213,,1
235,232,213,,1
235,232,213,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
239,236,217,,1
236,233,214,,1
236,233,214,,1
236,233,214,,1
234,231,212,,1
240,233,217,,1
240,233,217,,1
238,231,214,,1
235,228,210,,1
238,231,211,,1
238,231,212,,1
236,230,208,,1
234,228,205,,1
230,224,200,,0
234,230,201,,1
233,229,201,,1
235,229,205,,1
236,230,208,,1
237,230,207,,1
239,230,203,,1
240,230,202,,1
237,228,196,,1
214,205,172,,0
200,188,156,,0
197,178,146,,0
187,161,130,,0
232,229,211,,1
234,230,209,,1
233,229,203,,1
231,227,198,,1
231,225,198,,0
232,226,203,,1
238,229,212,,1
240,230,217,,1
238,233,215,,1
236,233,214,,1
237,233,214,,1
238,233,214,,1
238,233,213,,1
238,232,210,,1
237,231,209,,1
238,230,207,,1
237,229,206,,1
239,229,204,,1
240,230,205,,1
240,230,206,,1
240,229,207,,1
241,233,210,,1
239,233,211,,1
239,232,213,,1
239,234,214,,1
239,234,214,,1
238,235,216,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,220,,1
237,235,220,,1
237,235,220,,1
236,234,219,,1
236,234,219,,1
234,232,217,,1
236,234,219,,1
238,236,221,,1
238,236,221,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,234,219,,1
237,234,218,,1
237,234,217,,1
237,234,217,,1
237,234,215,,1
237,234,215,,1
236,234,213,,1
235,233,212,,1
235,233,212,,1
237,232,211,,1
239,231,210,,1
238,230,209,,1
237,229,208,,1
237,229,208,,1
238,230,209,,1
238,230,209,,1
238,230,209,,1
238,230,209,,1
238,232,211,,1
238,233,214,,1
238,233,214,,1
238,233,214,,1
238,233,214,,1
237,232,213,,1
237,232,213,,1
237,232,213,,1
237,232,213,,1
237,232,213,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
240,237,218,,1
237,234,215,,1
238,235,216,,1
239,236,217,,1
237,234,216,,1
241,235,221,,1
241,235,221,,1
239,233,219,,1
237,231,217,,1
238,232,215,,1
239,233,216,,1
238,233,214,,1
235,230,211,,1
231,226,206,,1
232,228,201,,1
233,229,202,,1
235,229,205,,1
235,229,207,,1
233,225,202,,1
240,231,206,,1
238,228,200,,1
235,226,197,,1
233,224,191,,0
206,196,163,,0
204,187,154,,0
197,173,139,,0
161,129,96,,0
231,228,210,,1
234,229,209,,1
234,229,207,,1
233,229,203,,1
231,226,199,,1
233,227,202,,1
237,230,210,,1
236,229,212,,1
239,231,218,,1
237,232,215,,1
235,232,213,,1
236,232,213,,1
237,232,213,,1
237,232,212,,1
238,232,210,,1
237,231,209,,1
238,230,207,,1
237,229,206,,1
238,228,204,,1
242,232,207,,1
241,231,207,,1
239,229,207,,1
241,233,210,,1
240,234,212,,1
240,233,214,,1
239,234,214,,1
239,234,214,,1
238,235,216,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,236,220,,1
238,236,221,,1
238,236,221,,1
237,235,220,,1
236,234,219,,1
237,235,220,,1
238,236,221,,1
239,237,222,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
238,235,220,,1
238,235,220,,1
238,235,220,,1
238,235,220,,1
238,235,218,,1
237,234,215,,1
237,234,215,,1
237,234,214,,1
236,234,213,,1
238,233,212,,1
239,231,210,,1
239,231,210,,1
238,230,209,,1
238,230,209,,1
238,230,209,,1
238,230,209,,1
238,230,209,,1
238,230,209,,1
238,231,211,,1
238,233,214,,1
238,233,214,,1
238,233,214,,1
238,233,214,,1
237,232,213,,1
237,232,213,,1
237,232,213,,1
237,232,213,,1
237,233,214,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
235,232,213,,1
237,234,215,,1
238,235,216,,1
236,233,216,,1
239,233,221,,1
238,232,220,,1
238,232,220,,1
239,233,221,,1
239,233,221,,1
239,233,220,,1
238,232,218,,1
237,231,216,,1
237,231,214,,1
229,225,201,,0
232,228,203,,1
235,229,205,,1
234,228,204,,1
236,228,204,,1
237,228,203,,1
237,227,201,,1
241,231,203,,1
235,226,197,,1
222,215,183,,0
203,190,156,,0
195,175,140,,0
189,160,124,,0
230,231,212,,1
232,229,207,,1
237,231,208,,1
238,232,208,,1
233,227,203,,1
229,223,199,,0
233,228,206,,1
236,231,211,,1
239,233,216,,1
239,233,219,,1
238,235,218,,1
238,235,216,,1
238,234,215,,1
238,233,214,,1
238,233,213,,1
239,233,211,,1
237,231,209,,1
238,230,207,,1
239,231,208,,1
241,232,207,,1
242,232,207,,1
243,233,209,,1
244,233,211,,1
242,234,211,,1
239,233,211,,1
239,232,213,,1
239,234,214,,1
240,235,215,,1
238,234,216,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,236,220,,1
238,236,221,,1
238,236,221,,1
238,236,221,,1
238,236,221,,1
236,234,219,,1
237,235,220,,1
240,238,223,,1
238,236,221,,1
240,238,223,,1
239,237,222,,1
239,237,222,,1
239,237,222,,1
239,237,222,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,221,,1
238,234,222,,1
238,234,222,,1
238,235,220,,1
238,235,220,,1
239,236,219,,1
239,236,217,,1
238,235,216,,1
237,234,215,,1
239,234,213,,1
240,232,211,,1
239,231,210,,1
238,230,209,,1
238,230,209,,1
240,232,211,,1
240,232,211,,1
239,231,210,,1
238,230,209,,1
239,231,212,,1
240,233,215,,1
240,233,215,,1
240,233,215,,1
239,232,214,,1
239,232,214,,1
239,232,214,,1
239,232,214,,1
239,232,214,,1
238,233,214,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,217,,1
238,234,221,,1
237,233,221,,1
237,233,221,,1
236,232,220,,1
236,232,220,,1
236,232,220,,1
237,233,222,,1
238,234,223,,1
238,235,221,,1
236,231,211,,1
233,228,206,,1
233,227,203,,1
234,228,204,,1
237,230,204,,1
238,229,204,,1
238,228,203,,1
237,227,202,,1
237,227,201,,1
233,226,198,,1
219,206,174,,0
202,183,149,,0
194,169,131,,0
149,116,79,,0
240,227,209,,1
231,228,209,,1
235,229,205,,1
238,230,207,,1
233,226,203,,1
229,223,200,,0
232,226,204,,1
234,229,209,,1
237,232,213,,1
237,234,217,,1
237,234,219,,1
238,235,218,,1
238,235,216,,1
238,234,215,,1
238,233,214,,1
238,233,213,,1
239,233,211,,1
237,231,209,,1
238,230,207,,1
239,231,208,,1
241,232,207,,1
242,232,207,,1
242,232,208,,1
243,232,210,,1
242,234,211,,1
239,233,211,,1
239,232,213,,1
239,234,214,,1
240,235,215,,1
238,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,236,220,,1
238,236,221,,1
238,236,221,,1
238,236,221,,1
238,236,221,,1
240,238,223,,1
239,237,222,,1
218,216,201,,0
219,217,202,,0
236,234,219,,1
238,236,221,,1
238,236,221,,1
238,236,221,,1
238,236,221,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,221,,1
238,234,222,,1
238,234,222,,1
238,234,222,,1
238,235,220,,1
239,236,221,,1
239,236,219,,1
238,235,218,,1
237,234,216,,1
239,233,214,,1
240,232,211,,1
239,231,210,,1
238,230,209,,1
238,230,209,,1
240,232,211,,1
240,232,211,,1
239,231,210,,1
238,230,209,,1
238,230,211,,1
238,231,213,,1
239,232,214,,1
239,232,214,,1
239,232,214,,1
239,232,214,,1
239,232,214,,1
239,232,214,,1
239,232,214,,1
239,232,214,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
238,235,220,,1
237,235,220,,1
236,234,219,,1
236,234,219,,1
235,233,220,,1
236,234,221,,1
236,234,222,,1
236,234,222,,1
238,234,222,,1
237,232,214,,1
234,229,209,,1
233,227,204,,1
232,226,202,,1
236,229,203,,1
238,229,203,,1
238,228,204,,1
238,227,205,,1
237,226,204,,1
231,223,200,,0
236,226,197,,1
